nom_recherche,trouve,personne_id,nom_tmdb,alias,date_naissance,date_deces,lieu_naissance,genre,departement_connu,biographie,popularite,url_photo,imdb_id,nb_films_realises,filmographie,film_miniature
Gary Fleder,TRUE,5501,Gary Fleder,NA,1965-12-19,NA,"Norfolk, Virginia, USA",Homme,Directing,"Gary Fleder (born December 19, 1965) is an American film director, screenwriter, and producer. His most recently completed film, The Express, is based on the true story of football player Ernie Davis, and was released by Universal Pictures in October 2008.

Description above from the Wikipedia article Gary Fleder, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1.3034,https://image.tmdb.org/t/p/w500/w7P8UyWeyB2CB4Eq9wHlMVj7bQk.jpg,nm0001219,14,,./img_persons_tmdb/img_png/img_5501.png
Bernard L. Kowalski,TRUE,89157,Bernard L. Kowalski,"Bernard Louis Kowalski, Bernard Kowalski",1929-08-02,2007-10-26,"Brownsville, Texas, USA",Homme,Directing,"Bernard Louis Kowalski (August 2, 1929 – October 26, 2007) was an American film and television director of Polish descent, nominated for two Primetime Emmys.",1.0819,https://image.tmdb.org/t/p/w500/cwfxXmuMSiKguw4qqgJkBbM91Zh.jpg,nm0468609,22,,./img_persons_tmdb/img_png/img_89157.png
Tyler Cornack,TRUE,2391840,Tyler Cornack,NA,NA,NA,NA,Homme,Directing,"Tyler Cornack is a director, writer, and actor. He is most well known for his projects Butt Boy and Tiny Cinema.",0.6973,https://image.tmdb.org/t/p/w500/bZcbea2OLbKP0tNy6hTzOppEaf1.jpg,nm4895233,4,,./img_persons_tmdb/img_png/img_2391840.png
Vibeke Idsøe,TRUE,224825,Vibeke Idsøe,Vibeke Idsöe,NA,NA,NA,Femme,Writing,Vibeke Idsøe is a Norwegian film director and screenwriter.,0.6007,https://image.tmdb.org/t/p/w500/bQKy9bU70rECqbtj9jB0O8nPeDF.jpg,nm0406936,4,,./img_persons_tmdb/img_png/img_224825.png
Jessie Nelson,TRUE,6280342,Jessie Nelson,NA,NA,NA,NA,Non specifie,Directing,,0.3105,NA,NA,0,,NA
Elisa Curau,TRUE,3006974,Elisa Curau,NA,NA,NA,NA,Non specifie,Directing,,0.5631,NA,NA,1,,NA
Daniel Rübesam,TRUE,1777275,Daniel Rübesam,NA,NA,NA,NA,Homme,Writing,,0.5437,NA,nm3425403,4,,NA
David Moore,TRUE,119114,David Moore,NA,1958-05-01,NA,"Hammersmith, London, UK",Homme,Directing,"David Moore is an award winning British film and television director working both at home in the UK and abroad.

He most recently directed the hit Harlan Coben thriller series “Fool Me Once” which is now a Netflix all time top ten show.

He has directed TV series such as “Indian Summers” starring Julie Walters for Channel 4/New Pictures, “Monroe” starring Jimmy Nesbitt for ITV/Mammoth and “Outlander” for Starz/Tall Ship. He is probably best known for his feature length drama “Sweeney Todd” starring Ray Winstone for the BBC which won Ray the best actor award at the Shanghai Television Festival.

Having started his film career as an editor cutting commercials, music videos, documentaries and fiction films he moved onto directing while at the National Film and Television School, subsequently directing several shorts, including the BAFTA Scotland and RTS award winning “The Star”. David has also produced a series of “Monroe” and directed & produced the Agatha Christie single drama “Endless Night” for ITV.",0.6968,https://image.tmdb.org/t/p/w500/l274TtXckdN0SASmBYLWu7zMF1X.jpg,nm0601095,6,,./img_persons_tmdb/img_png/img_119114.png
Roxie Blum,TRUE,1736775,Roxie Blum,NA,NA,NA,NA,Non specifie,Directing,,0.3634,NA,NA,1,,NA
Mateo Bekich,TRUE,4097183,Mateo Bekich,NA,NA,NA,"Lima, Peru",Non specifie,Directing,"Born and raised in Lima, Peru, Mateo Bekich is a writer and director who focuses on human stories grounded in real-life experiences. He has written, directed, and produced seven short films. With his production company Vermuda Films, which he founded after moving to Los Angeles, he has directed and produced six music videos in collaboration with Universal Music.",0.4673,NA,nm14569904,5,,NA
Edward F. Cline,TRUE,13953,Edward F. Cline,"Edward Francis Cline, Edward Cline, Eddie Cline, Edgar Cline",1891-11-04,1961-05-22,"Kenosha, Wisconsin, USA",Homme,Directing,"Edward Francis Cline (November 4, 1891 – May 22, 1961) was an American screenwriter, actor, writer and director best known for his work with comedians W.C. Fields and Buster Keaton.",0.7592,https://image.tmdb.org/t/p/w500/cyXhBZ3p53P3cgnQt0XldYKqdTP.jpg,nm0166836,127,,./img_persons_tmdb/img_png/img_13953.png
Frederick Stephani,TRUE,33364,Frederick Stephani,NA,1903-06-13,1962-10-31,"Bonn, Germany",Homme,Writing,,0.639,https://image.tmdb.org/t/p/w500/tpOUuoRKMBqkyHK3R4mtjBCLKaa.jpg,nm0826873,3,,./img_persons_tmdb/img_png/img_33364.png
Josh Trank,TRUE,934803,Josh Trank,"Joshua Benjamin Trank, Joshua Trank",1984-02-19,NA,"Los Angeles, California, USA",Homme,Directing,"Joshua Benjamin Trank (born February 19, 1984) is an American film director, screenwriter, and editor. He is known for directing the found-footage sci-fi thriller film Chronicle (2012), the superhero film Fantastic Four (2015), and the Al Capone biographical film Capone (2020).

Description above from the Wikipedia article Josh Trank, licensed under CC-BY-SA, full list of contributors on Wikipedia.",0.9691,https://image.tmdb.org/t/p/w500/oNGMI0JX4MlarotQtJKV734MSo1.jpg,nm2503633,6,,./img_persons_tmdb/img_png/img_934803.png
Xavier Palud,TRUE,56736,Xavier Palud,NA,NA,NA,NA,Homme,Directing,,0.5371,NA,nm0658837,3,,NA
Vero Cratzborn,TRUE,1739628,Vero Cratzborn,NA,NA,NA,NA,Femme,Production,,0.397,https://image.tmdb.org/t/p/w500/oMWZqgw5kT5Q1tpqwPa3DQpYRfZ.jpg,NA,3,,./img_persons_tmdb/img_png/img_1739628.png
Charles R. Bowers,TRUE,1067965,Charles R. Bowers,"Bricolo, Charley Bowers, Charles Raymond Bowers, Charles Bowers",1889-06-07,1946-11-26,"Creco, Iowa, USA",Homme,Directing,"Charles R. Bowers was a cartoonist and slapstick comedian during the silent film and early ""talkie"" era. He was forgotten for decades and his name was notably absent from most histories of the Silent Era, although his work was enthusiastically reviewed by André Breton and a number of his contemporaries. As his surviving films were rediscovery he has been  one of the greats of the silent film era; along with Charlie Chaplin, Buster Keaton,  and Harold Lloyd",0.5607,https://image.tmdb.org/t/p/w500/zh3LwekBlILDgzTTPfqO3MImHte.jpg,nm0101038,37,,./img_persons_tmdb/img_png/img_1067965.png
Yuen Woo-ping,TRUE,18899,Yuen Woo-ping,"Yuen Wo-Ping, Yuen Ho-Ping, Peace Yuen, Yuan Ta-Yean, Yuan Ta-Yen, Yuen Dai-Aan, Yuen Woo-Pang, Yuan Ho-Ping, Yuan Her-Ping, Yuan He-Ping, Ba Ye, Yuen Ta-Yen,  Peace Yuen Woo-Ping, Yuen Woo-ping",1945-01-01,NA,"Shenzhen, Guangdong, China",Homme,Directing,"Yuen Woo-ping (Chinese: 袁和平; pinyin: Yuán Hépíng; alias: Yuen Wo-ping; born 1945) is a Hong Kong martial arts choreographer and film director who worked in Hong Kong action cinema and later Hollywood films. He is one of the inductees on the Avenue of Stars in Hong Kong. Yuen is also a son of Yuen Siu-tien, a martial arts film actor.",2.3618,https://image.tmdb.org/t/p/w500/ZUNnqF9qAp6QnYBtTwxHXihpro.jpg,nm0950759,31,,./img_persons_tmdb/img_png/img_18899.png
Jerrold Tarog,TRUE,893462,Jerrold Tarog,NA,1977-05-30,NA,"Manila, Metro Manila, Philippines",Homme,Directing,"Jerrold Viacrucis Tarog is a Filipino film director, screenwriter, producer, editor, and composer. He is best known for directing Heneral Luna (2015), Bliss (2017), Goyo: The Boy General (2018), and the upcoming film Darna. His first feature film was the independently produced Confessional (2007), followed by Mangatyanan (2009) and Sana Dati (2013). He has also directed segments in three installments of the Shake, Rattle & Roll horror anthology series.",0.8103,https://image.tmdb.org/t/p/w500/ldVeKeP0vspYEvrDbALb8wWIoXL.jpg,nm1666445,24,,./img_persons_tmdb/img_png/img_893462.png
Matthias Weiss,TRUE,2595230,Matthias Weiss,NA,NA,NA,NA,Non specifie,Directing,,0.4911,NA,NA,4,,NA
George Threadgold,TRUE,4995397,George Threadgold,NA,NA,NA,NA,Non specifie,Directing,,0.3738,NA,NA,1,,NA
Justin Weinstein,TRUE,1103683,Justin Weinstein,NA,NA,NA,NA,Non specifie,Writing,,0.6402,NA,nm1860790,1,,NA
John Pasquin,TRUE,58072,John Pasquin,NA,1944-11-30,NA,"Houston, Texas",Homme,Directing,"From Wikipedia, the free encyclopedia

John Pasquin (born November 30, 1944) is a director of film, television, and theatre.

Pasquin began directing Broadway theatre plays in the early 1980s. He also directed TV shows such as Family Ties and Growing Pains. His producing debut came in 1991 with the hit show Home Improvement. He has directed three Tim Allen movies as well, The Santa Clause 1994, Jungle 2 Jungle 1997, and Joe Somebody 2001. Also, he directed the sequel to Miss Congeniality. He is married to actress JoBeth Williams and has five sons and five daughters.

Description above from the Wikipedia article John Pasquin, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1.0716,https://image.tmdb.org/t/p/w500/xWFzQthcWx0PoBa7VLKu02GvN1d.jpg,nm0664756,6,,./img_persons_tmdb/img_png/img_58072.png
Rafael Conde,TRUE,1366845,Rafael Conde,NA,1962-04-04,NA,"Belo Horizonte, Minas Gerais, Brazi",Homme,Directing,,0.3769,NA,nm1071888,11,,NA
Jorge Furtado,TRUE,102561,Jorge Furtado,NA,1959-06-09,NA,"Porto Alegre, Rio Grande do Sul, Brazil",Homme,Directing,"Jorge Alberto Furtado (born June 9, 1959) is a Brazilian film and television director and screenwriter.

Furtado attended university for courses in medicine, psychology, journalism, and arts, but did not graduate. He began his professional career in the 1980s on a local channel TVE-RS working as a reporter, presenter, editor, screenwriter, and producer. In 1982 created a TV show Quizumba, which mixed fiction and documentary with very audacious language for the Brazilian public television.

Between 1984 and 1986, Furtado was director of the museum Museu de Comunicação Social Hipólito José da Costa in Porto Alegre. At the same time, with the help of José Pedro Goulart and Ana Luiza Azevedo, he created the company Luz Produções, where he made two short films and produced plays for theater. From 1986 to 1990, he made dozens of TV commercials.

In 1987, he was one of the founders of Casa de Cinema de Porto Alegre, in which he still participates. In 1990, he worked on TV Globo making scripts for many TV series. In 2008, Harvard University promoted an exhibition of his films called ""Jorge Furtado's Porto Alegre"".

Description above from the Wikipedia article Jorge Furtado, licensed under CC-BY-SA, full list of contributors on Wikipedia.",0.5903,https://image.tmdb.org/t/p/w500/7SKK4BfVvTuMSc2LxzkTnz8OpKA.jpg,nm0299134,32,,./img_persons_tmdb/img_png/img_102561.png
Leslie Goodwins,TRUE,103346,Leslie Goodwins,NA,1899-09-17,1969-01-08,"London, England",Homme,Directing,"From Wikipedia, the free encyclopedia.  Leslie Goodwins (17 September 1899 – 8 January 1969) was an English film director and screenwriter. He directed nearly 100 films between 1926 and 1967. His 1936 film Dummy Ache was nominated for an Academy Award in 1936 for Best Short Subject (Two-Reel).  He was born in London, England and he died in Hollywood, California.",1.18,https://image.tmdb.org/t/p/w500/oPBTBFXVdoQrkxfNB4Q3vyQvli9.jpg,nm0329574,92,,./img_persons_tmdb/img_png/img_103346.png
Richard Schickel,TRUE,44950,Richard Schickel,Richard Warren Schickel,1933-02-10,2017-02-18,"Milwaukee, Wisconsin, USA",Homme,Directing,,0.9763,https://image.tmdb.org/t/p/w500/cKzwpPmeKy0EBwTPf8H4Rb2bPLH.jpg,nm0771349,34,,./img_persons_tmdb/img_png/img_44950.png
Allan Kroeker,TRUE,1215364,Allan Kroeker, Alan Kroeker ,1951-04-10,NA,"Winnipeg, Manitoba, Canada",Homme,Directing,"Allan Kroeker (born 10 April 1951) is a Canadian film and television director, cinematographer, screenwriter, film editor and film producer. He has the distinction of directing the series finales for Star Trek: Deep Space Nine, Star Trek: Voyager and Star Trek: Enterprise. He has also directed several Chuck episodes from 2007 to 2009.",1.0858,NA,nm0471862,13,,NA
Steph Miller,TRUE,2374278,Steph Miller,NA,NA,NA,NA,Non specifie,Directing,,0.3904,NA,NA,2,,NA
Branko Ranitović,TRUE,1382982,Branko Ranitović,NA,NA,NA,NA,Non specifie,Directing,,0.4674,NA,nm0710202,10,,NA
Romain Srour,TRUE,4699131,Romain Srour,NA,NA,NA,NA,Non specifie,Directing,,0.392,NA,NA,2,,NA
Brent Michal,TRUE,5335786,Brent Michal,NA,NA,NA,NA,Non specifie,Directing,,0.2811,NA,NA,0,,NA
Juho Kuosmanen,TRUE,1364534,Juho Kuosmanen,"Юхо Куосманен, 유호 쿠오스마넨",1979-09-30,NA,"Kokkola, Finland",Homme,Directing,"Juho Kuosmanen (born 1979) is a Finnish film director and screenwriter.  His first feature film The Happiest Day in the Life of Olli Mäki was screened in the Un Certain Regard section at the 2016 Cannes Film Festival, where it won the top prize. In 2021, his second feature film Compartment No. 6 shared the Cannes Grand Prix (the festival's second prize) together with Asghar Farhadi's A Hero.

Kuosmanen graduated from Aalto University in 2014. His graduation film The Painting Sellers was nominated for five Jussi Awards (Finnish premier film industry award). The Painting Sellers won the first prize in Cinéfondation in Cannes Film Festival in 2010.  Kuosmanen worked as an actor in Leea Klemola's arctic trilogy in Tampere Theatre in Kokkola and New Karleby Kuosmanen has also directed opera with conductors Sakari Oramo and Santtu-Matias Rouvali.",0.5931,https://image.tmdb.org/t/p/w500/6U38u9nsQPEISeyRP5qBKeHo1L6.jpg,nm3123366,11,,./img_persons_tmdb/img_png/img_1364534.png
Christy Wegener,TRUE,1985631,Christy Wegener,NA,NA,NA,NA,Femme,Directing,,0.4371,NA,nm2237153,3,,NA
Pierre-François Martin-Laval,TRUE,35968,Pierre-François Martin-Laval,"Pef, Pef Martin Laval, PEF Martin-Laval, Peff Martin-Laval, Pef Martin-Laval, Les Robins des Bois",1968-06-25,NA,"Marseille, Bouches-du-Rhône, France",Homme,Acting,"Pierre-François Martin-Laval (nicknamed ""PEF"") is a French actor, film director, screenwriter and theatre director. PEF is well known in France for his acting performances in musical comedy but also in serious plays. He studied at the famous French school of acting Cours Florent. During his drama studies he met the friends with whom he formed the comedy team 'Les Robins des Bois' (The Robin Hoods) in 1996. Initially called The Royal Imperial Green Rabbit Company, they renamed themselves after their first significant success, a play entitled Robins des bois.

Les Robins des Bois first appeared on television in La Grosse Emission, a regular TV show on the channel Comédie! in which they presented short and utterly crazy plays. They quickly became popular and made appearances in French movies.

Source: Article ""Pierre-François Martin-Laval"" from Wikipedia in English, licensed under CC-BY-SA 3.0.",1.2479,https://image.tmdb.org/t/p/w500/cjahv1DPSgYTRTe8ypM031cc5x3.jpg,nm0553237,11,,./img_persons_tmdb/img_png/img_35968.png
Taylor Sheridan,TRUE,1215399,Taylor Sheridan,"Tayler Sheridan, Sheridan Taylor Gibler Jr., Taylor Gibler",1970-05-21,NA,"Chapel Hill, North Carolina, USA",Homme,Writing,"Sheridan Taylor Gibler Jr. (born May 21, 1970), known professionally as Taylor Sheridan, is an American writer, producer, director, and actor. He is best known as the co-creator of the television series Yellowstone and creator of its prequels 1883 (2021) and 1923 (2022).

Sheridan has written several films, including the screenplay for Sicario (2015), for which he was nominated for the Writers Guild of America Award for Best Original Screenplay. He was nominated for the Academy Award for Best Original Screenplay for Hell or High Water (2016), which was nominated for three other Oscars, including Best Picture. Sheridan also wrote and directed the 2017 neo-Western crime film Wind River and wrote the 2018 sequel to Sicario.

Sheridan got his start portraying Danny Boyd in Veronica Mars (2005–2007) as well as portraying David Hale in the FX television series Sons of Anarchy. He has since created several series for Paramount+, including the crime thriller Mayor of Kingstown, and the crime drama Tulsa King, (which he co-writes with Terence Winter), the espionage thriller Lioness and the drama Landman.

In 2021, Sheridan was inducted into the Texas Cowboy Hall of Fame. In 2024, Sheridan was inducted into the Texas Business Hall of Fame. He is an honorary graduate at Texas Christian University.

Description above from the Wikipedia article Taylor Sheridan, licensed under CC-BY-SA, full list of contributors on Wikipedia.",9.916,https://image.tmdb.org/t/p/w500/enrOQII7bCIf7U0WbdxiuXGfzrs.jpg,nm0792263,4,,./img_persons_tmdb/img_png/img_1215399.png
Etienne Magnin,TRUE,3073558,Etienne Magnin,NA,NA,NA,NA,Non specifie,Directing,,0.2802,https://image.tmdb.org/t/p/w500/sfHTb6BFZWsD1FuXCwe2mJCttoi.jpg,NA,3,,./img_persons_tmdb/img_png/img_3073558.png
Jason Axinn,TRUE,1900024,Jason Axinn,NA,NA,NA,NA,Homme,Directing,,0.3662,https://image.tmdb.org/t/p/w500/aVTSMfUKW0YpUgnbBDHsiFb1WlN.jpg,nm1494886,2,,./img_persons_tmdb/img_png/img_1900024.png
Brandon Salisbury,TRUE,3685964,Brandon Salisbury,NA,NA,NA,NA,Non specifie,Directing,,0.4839,NA,NA,2,,NA
Norbert Busè,TRUE,1288042,Norbert Busè,NA,NA,NA,NA,Non specifie,Directing,,0.3867,NA,nm1967347,8,,NA
Léa Rinaldi,TRUE,994381,Léa Rinaldi,NA,NA,NA,NA,Non specifie,Directing,,0.5412,https://image.tmdb.org/t/p/w500/bfENvINmCbAJQKncwXi7vy6wiCV.jpg,nm3614846,5,,./img_persons_tmdb/img_png/img_994381.png
Joel Ashton McCarthy,TRUE,1446240,Joel Ashton McCarthy,NA,NA,NA,NA,Non specifie,Directing,,0.6934,NA,nm3159708,8,,NA
Sophie Mühe,TRUE,4482467,Sophie Mühe,NA,NA,NA,NA,Non specifie,Directing,,0.6174,NA,NA,4,,NA
Maurice Lemaître,TRUE,104227,Maurice Lemaître,NA,1926-04-23,2018-07-02,"Paris, France",Homme,Directing,"Maurice Lemaître (born April 23rd 1926 in Paris) is an artist, writer and French poet. He is known to be one of the main figures of lettrisme, a movement started in the 1950s.

Lemaître was educated at the School of Arts and Crafts and Public Works. After taking part in the Liberation of Paris, he began his philosophy degree at the Sorbonne.

In 1948, he began his career as a journalist and wrote for the newspaper of the libertarian movement. A year later, he met Isidore Isou and immediately became interested in his political and avant-garde thoughts.

In 1950, Lemaître becomes very invested in the Lettrist group and created in the same year the ""Youth Front"", a political journal; while simultaneously creating a literary and pictorial magazine, entitled ""Ur,"" which remains as ""The Minotaur"" of lettrism. Since his literary creations, Lemaître has continued to develop various fields within the Lettrist movement: poetry, theater, dance, novel, painting, photography, film, economy, psychopathology and psychotherapy . Despite his dedication to the movement, since 2000, Lemaître distanced himself from the movement and is now relatively isolated from the main group.",0.4989,NA,nm0501085,42,,NA
Roland Nguyễn Nhân,TRUE,2089492,Roland Nguyễn Nhân,NA,NA,NA,NA,Non specifie,Directing,,0.5359,NA,NA,1,,NA
Franck Victor,TRUE,1197528,Franck Victor,NA,NA,NA,NA,Homme,Acting,,0.7368,https://image.tmdb.org/t/p/w500/mylutMFCKMStxpugr6bKL4nrRdd.jpg,nm1518215,22,,./img_persons_tmdb/img_png/img_1197528.png
Garri Bardin,TRUE,143722,Garri Bardin,"Гарри Яковлевич Бардин, Garri Iakovlevitch Bardine, Garri Bardine, Гарри Яковлевич Барденштейн, Garry Bardine, G. Bardin, Г. Бардин",1941-09-11,NA,"Orenburg, USSR (Russia)",Homme,Directing,"Garri Yakovlevich Bardin (Russian: Гарри Яковлевич Бардин; born September 11, 1941; Orenburg) is a Soviet and Russian animation director, screenwriter, producer and actor best known for his experimental musical and stop motion films. He was awarded the 1988 Short Film Palme d'Or for the Fioritures cartoon and the Order of Honour in 2011.",1.0101,https://image.tmdb.org/t/p/w500/1KLwYW5Fhog9tMwuymjMkvUKQRw.jpg,nm0054276,31,,./img_persons_tmdb/img_png/img_143722.png
Peter Webb,TRUE,1278762,Peter Webb,NA,NA,NA,NA,Homme,Directing,,0.4948,NA,nm0916242,2,,NA
Art Jones,TRUE,1199747,Art Jones,NA,NA,NA,NA,Homme,Directing,,0.503,NA,nm0427517,5,,NA
Jaime Lerner,TRUE,1615519,Jaime Lerner,NA,1937-12-17,2021-05-27,"Curitiba, Paraná, Brazil",Homme,Writing,,0.5043,https://image.tmdb.org/t/p/w500/x3FzEDLaUH3mlXRog9Y1diXsdej.jpg,NA,6,,./img_persons_tmdb/img_png/img_1615519.png
Éric Rochat,TRUE,38960,Éric Rochat,Ron Williams,1936-10-18,2003-10-05,"Paris, France",Homme,Production,"Éric Rochat (October 18, 1936 in Paris – October 5, 2003 in Rio de Janeiro) was a French film producer, director and scriptwriter. He is mostly known for his success in producing erotic films.

He started his cinematographic career as a producer with François Reichenbach portraying musicians such as Arthur Rubinstein in 1969, and Yehudi Menuhin in 1971.

In 1972, Rochat partnered with Claude Giroux to produce his first feature film, The Killer, starring Jean Gabin as the chief of police Le Guen. The movie casting also gave Gerard Depardieu his first movie role. In 1973 they produced The Dominici Affair starring Jean Gabin as Gaston Dominici.

In 1975, after buying the rights of Story of O, a book written by Pauline Reage, from his partner Claude Giroux, Rochat produced the erotic cult film Story of O, directed by Just Jaeckin and starring Corinne Clery.

In 1976, Rochat produced Sex O'Clock USA, a French non-fiction feature documentary directed by François Reichenbach. The feature film reviews the hidden sexuality of a highly puritanical US society.

Then in 1980, Rochat produced Tusk, directed by surrealist Alejandro Jodorowsky, and based on the novel Poo Lorn of the Elephants, by Reginald Campbell.

In 1981, the story of the icon of the times, Coco Chanel, was brought to the screen in Chanel Solitaire, directed by George Kaczender, starring Marie-France Pisier, Lambert Wilson and Timothy Dalton.

In 1984, Rochat wrote, produced, and directed the Story of O sequel, Story of O - Chapter 2, starring Sandra Wey.

In 1987, Rochat wrote and directed in Japan the feature film Too Much, produced by Menahem Golan and Yoram Globus. This futuristic feature film for kids uses Japanese technology to tell a story between a little girl and a robot.

In 1990, Rochat produced The 5th Monkey. This feature film, starring Ben Kingsley, is an adaptation from the eponymous novel by Jacques Zibi, who co-wrote the script with Rochat.

In 1992, the ten-hour series Story of O - The Series was written, produced and directed by Rochat. Its DVD box received great commercial success.

In 2002, Rochat wrote, produced and co-directed Living O with his spouse Chrystianne Rochat. This TV feature film tells the story of a movie producer who desires to live the experiences of O's Sir Stephen. The film was shot in Rio de Janeiro.

Source: Article ""Éric Rochat"" from Wikipedia in English, licensed under CC-BY-SA 3.0.",0.5498,https://image.tmdb.org/t/p/w500/zjKExOIYXsNh05HzkPZG9jPYU1W.jpg,nm0733901,4,,./img_persons_tmdb/img_png/img_38960.png
Charles Blondelle,TRUE,5504598,Charles Blondelle,NA,NA,NA,NA,Non specifie,Editing,,0.3969,NA,NA,5,,NA
Charles Stone III,TRUE,80215,Charles Stone III,NA,NA,NA,NA,Homme,Directing,"From Wikipedia, the free encyclopedia.  Charles Stone III (born in 1966) is a film director, known for films such as Drumline starring Nick Cannon, Mr. 3000 starring Bernie Mac, and Paid in Full.

Stone directed the video to What They Do by The Roots, featuring the group running through many rap video clichés.  Stone was the creator of the popular United States advertising campaign, ""Whassup?"" for Budweiser. In October 2008, he directed a spoof of this campaign to depict his critical view of the Republican Party's 8 years in the White House and to support the presidential campaign of Barack Obama.

A 1984 graduate of Central High School (Philadelphia), he is the son of Louise Davis Stone and distinguished journalist and Tuskegee Airman Chuck Stone.

Description above from the Wikipedia article Charles Stone III, licensed under CC-BY-SA,full list of contributors on Wikipedia.",0.6951,https://image.tmdb.org/t/p/w500/hks3ld1stEnWUEJQBHKjgHyhUrn.jpg,nm0831690,11,,./img_persons_tmdb/img_png/img_80215.png
Linus de Paoli,TRUE,28543,Linus de Paoli,NA,NA,NA,NA,Homme,Directing,,0.5682,https://image.tmdb.org/t/p/w500/3wH72ut1emhBYqlDwk32fODFqNh.jpg,nm2556702,5,,./img_persons_tmdb/img_png/img_28543.png
Adrienne Shelly,TRUE,66496,Adrienne Shelly,Adrienne Levine,1966-06-24,2006-11-01,"Queens, New York, USA",Femme,Acting,"Adrienne Shelly (June 24, 1966 - November 1, 2006) was an American actress, director, and screenwriter. Making her name in independent films such as 1989's The Unbelievable Truth and 1990's Trust, Shelly transitioned to a writing and directing career in subsequent years. She wrote, co-starred in, and directed the 2007 film 'Waitress', which was released posthumously and later adapted into a musical with music and lyrics by Sara Bareilles. Shelly was murdered in her home in 2006.",1.2679,https://image.tmdb.org/t/p/w500/khep82znnE1O9B0eORuLuqQzKO5.jpg,nm0791248,7,,./img_persons_tmdb/img_png/img_66496.png
Alexandre Coffre,TRUE,226117,Alexandre Coffre,NA,NA,NA,France,Homme,Directing,,0.5699,https://image.tmdb.org/t/p/w500/yRjdHOI2Ej39nEjJuljlXoi4RTD.jpg,nm2056306,5,,./img_persons_tmdb/img_png/img_226117.png
David Prior,TRUE,7476,David Prior,"Lionel Mandrake,  David Britten Prior",1969-01-06,NA,"Cambridge, Massachusetts, USA",Homme,Directing,"David Prior is an American film director, screenwriter, producer, and editor best known for his work on The Empty Man (2020) and Voir (2021).",0.9461,https://image.tmdb.org/t/p/w500/5Vzk290qKluJpZjtnxpIeyFeS08.jpg,nm0697936,20,,./img_persons_tmdb/img_png/img_7476.png
Justin Park-Swanson,TRUE,5733347,Justin Park-Swanson,NA,NA,NA,NA,Non specifie,Crew,,0.5685,NA,NA,0,,NA
Asher Goldenberg,TRUE,5013616,Asher Goldenberg,NA,NA,NA,NA,Non specifie,Directing,,0.535,NA,NA,1,,NA
Ben Lewin,TRUE,168330,Ben Lewin,NA,1946-08-06,NA,Poland,Homme,Directing,"Ben Lewin (born 6 August 1946) is an Australian director.

Description above from the Wikipedia article Ben Lewin, licensed under CC-BY-SA, full list of contributors on Wikipedia.",0.8413,https://image.tmdb.org/t/p/w500/yUcFotxiIBNpbAl5zo7galsogdK.jpg,nm0506802,10,,./img_persons_tmdb/img_png/img_168330.png
Park Hoon-jung,TRUE,557736,Park Hoon-jung,"Hoon-jung Park, 박훈정, Park Hun-jeong, パク・フンジョン",NA,NA,South Korea,Homme,Directing,"Park Hoon-jung is a South Korean film director and writer, best known for directing the hit film New World (2013), The Tiger (2015), and The Witch: Part 1. The Subversion (2018).",1.1818,https://image.tmdb.org/t/p/w500/sIfrrVBKzaNE4K84NJ46GLggszn.jpg,nm4219902,9,,./img_persons_tmdb/img_png/img_557736.png
Todd Wolfe,TRUE,2042719,Todd Wolfe,NA,NA,NA,NA,Non specifie,Directing,,0.3341,NA,NA,3,,NA
Luis Cook,TRUE,1265554,Luis Cook,NA,NA,NA,NA,Homme,Writing,"Luis graduated from the Royal College of Art in 1993. Since then he has worked for over 25 years as an animation director at Diverse Productions, BBC and 18 years at Aardman Animations. He has designed and directed websites, idents, title sequences, commercials, short films, pilots and series work. He also worked in Aardman's broadcast and features development departments.

His film and commercial work has won over 60 international awards.

Including Bafta's. The Cartoon d'or. The special jury award (Annecy) D and AD, RTS, 10 Grand Prix's and 5 British Animation Awards.  He has also been short listed for an Oscar.

Luis has taught at many film schools including the National film and Television School, Savannah College of Art and Design (USA) and the National film school (Denmark.) He continues to teach at The Animation Workshop. (T.A.W. Denmark) Ecole des metiers du cinema d'animation (EMCA. France.) The Arts University Bournemouth. Falmouth University and the European Cross Media Academy (EUCROMA. Copenhagen.)

Luis teaches into the BA animation programme and is joint programme leader (along with Julia Bracegirdle) of the MA animation programme at UWE.",0.6712,NA,nm0177174,7,,NA
