titres.p,geos.clean.lat,geos.clean.long,imgs.p,liens_url,lat.wgs84,lon.wgs84,liens_url_titre,liens_img,views,num_vueswiki
Lac de Graveirette,44° 09′ 14″ N, 7° 13′ 49″ E,//upload.wikimedia.org/wikipedia/commons/thumb/6/62/Lac_graveirette.jpg/280px-Lac_graveirette.jpg,http://fr.wikipedia.org/wiki/Lac_de_Graveirette,44.1538888888889,7.23027777777778,Lac_de_Graveirette,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Lac_graveirette.jpg/280px-Lac_graveirette.jpg,1188,396
Lac de la Case,46° 20′ 43″ N, 6° 43′ 59″ E,//upload.wikimedia.org/wikipedia/commons/thumb/9/93/Lac_Sud_et_Nord_de_la_Case.JPG/280px-Lac_Sud_et_Nord_de_la_Case.JPG,http://fr.wikipedia.org/wiki/Lac_de_la_Case,46.3452777777778,6.73305555555556,Lac_de_la_Case,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Lac_Sud_et_Nord_de_la_Case.JPG/280px-Lac_Sud_et_Nord_de_la_Case.JPG,1183,397
Étang de Crovani,42° 28′ 22″ N, 8° 40′ 51″ E,//upload.wikimedia.org/wikipedia/commons/thumb/3/32/Calenzana_Argentella_%C3%A9tang_de_Crovani.jpg/280px-Calenzana_Argentella_%C3%A9tang_de_Crovani.jpg,http://fr.wikipedia.org/wiki/Étang_de_Crovani,42.4727777777778,8.68083333333333,Étang_de_Crovani,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Calenzana_Argentella_%C3%A9tang_de_Crovani.jpg/280px-Calenzana_Argentella_%C3%A9tang_de_Crovani.jpg,1170,398
Réserve naturelle régionale des Partias,44° 53′ 38″ N, 6° 32′ 54″ E,"Error in .[[1]] : indice hors limites
",http://fr.wikipedia.org/wiki/Lac_des_Partias,44.8938888888889,6.54833333333333,Réserve_naturelle_régionale_des_Partias,"https:Error in .[[1]] : indice hors limites
",1163,399
Lac du Barbat,42° 52′ 42″ N, 0° 12′ 04″ O,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_du_Barbat,42.8783333333333,-0.201111111111111,Lac_du_Barbat,,1161,400
Lac Long,47° 01′ 59″ N, 66° 54′ 00″ O,//upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Flag_of_Canada.svg/20px-Flag_of_Canada.svg.png,http://fr.wikipedia.org/wiki/Lac_Long,47.0330555555556,-66.9,Lac_Long,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Flag_of_Canada.svg/20px-Flag_of_Canada.svg.png,1151,401
Lac de Lancone Sottano,42° 23′ 39″ N, 8° 59′ 29″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Lancone_suttanu.jpg/280px-Lancone_suttanu.jpg,http://fr.wikipedia.org/wiki/Lac_de_Lancone_Sottano,42.3941666666667,8.99138888888889,Lac_de_Lancone_Sottano,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Lancone_suttanu.jpg/280px-Lancone_suttanu.jpg,1147,402
Lac de Batbielh,42° 51′ 52″ N, 0° 18′ 10″ O,//upload.wikimedia.org/wikipedia/commons/thumb/2/28/Lac_de_Batbieilh.jpg/280px-Lac_de_Batbieilh.jpg,http://fr.wikipedia.org/wiki/Lac_de_Batbielh,42.8644444444444,-0.302777777777778,Lac_de_Batbielh,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Lac_de_Batbieilh.jpg/280px-Lac_de_Batbieilh.jpg,1129,403
Lacs de Frémamorte,44° 08′ 55″ N, 7° 15′ 04″ E,//upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Lacs-fremamorte.jpg/280px-Lacs-fremamorte.jpg,http://fr.wikipedia.org/wiki/Lacs_de_Frémamorte,44.1486111111111,7.25111111111111,Lacs_de_Frémamorte,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Lacs-fremamorte.jpg/280px-Lacs-fremamorte.jpg,1126,404
Lac de Rina Soprano,42° 02′ 39″ N, 9° 09′ 08″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_de_Rina_Soprano,42.0441666666667,9.15222222222222,Lac_de_Rina_Soprano,,1120,405
Grand Étang de Miquelon,47° 05′ 16″ N, 56° 22′ 34″ O,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Grand_Étang_de_Miquelon,47.0877777777778,-56.3761111111111,Grand_Étang_de_Miquelon,,1111,406
Réserve naturelle nationale de l'étang des Landes,46° 10′ 47″ N, 2° 18′ 51″ E,"Error in .[[1]] : indice hors limites
",http://fr.wikipedia.org/wiki/Étang_des_Landes,46.1797222222222,2.31416666666667,Étang_des_Landes,"https:Error in .[[1]] : indice hors limites
",1101,407
Lac d'Alzeta,42° 06′ 30″ N, 9° 09′ 10″ E,//upload.wikimedia.org/wikipedia/commons/thumb/9/90/Lac_d%27Alzeta.jpg/280px-Lac_d%27Alzeta.jpg,http://fr.wikipedia.org/wiki/Lac_d'Alzeta,42.1083333333333,9.15277777777778,Lac_d'Alzeta,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Lac_d%27Alzeta.jpg/280px-Lac_d%27Alzeta.jpg,1097,408
Étang de Savoyard,46° 45′ 47″ N, 56° 13′ 18″ O,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Étang_de_Savoyard,46.7630555555556,-56.2216666666667,Étang_de_Savoyard,,1062,409
Lac de Fabrèges,42° 52′ 59″ N, 0° 24′ 09″ O,//upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Barrage_de_Fabr%C3%A8ges_%28Pyr%C3%A9n%C3%A9es-Atlantiques%2C_France%29.jpg/280px-Barrage_de_Fabr%C3%A8ges_%28Pyr%C3%A9n%C3%A9es-Atlantiques%2C_France%29.jpg,http://fr.wikipedia.org/wiki/Barrage_de_Fabrèges,42.8830555555556,-0.4025,Barrage_de_Fabrèges,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Barrage_de_Fabr%C3%A8ges_%28Pyr%C3%A9n%C3%A9es-Atlantiques%2C_France%29.jpg/280px-Barrage_de_Fabr%C3%A8ges_%28Pyr%C3%A9n%C3%A9es-Atlantiques%2C_France%29.jpg,1061,410
Lac Cabret,44° 06′ 35″ N, 7° 22′ 46″ E,//upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Lac_cabret.jpg/280px-Lac_cabret.jpg,http://fr.wikipedia.org/wiki/Lac_Cabret,44.1097222222222,7.37944444444444,Lac_Cabret,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Lac_cabret.jpg/280px-Lac_cabret.jpg,1050,411
Lac d'Occhi Neri,42° 23′ 42″ N, 8° 59′ 25″ E,//upload.wikimedia.org/wikipedia/commons/thumb/8/84/Ghiarghe_occhi.jpg/280px-Ghiarghe_occhi.jpg,http://fr.wikipedia.org/wiki/Lac_d'Occhi_Neri,42.395,8.99027777777778,Lac_d'Occhi_Neri,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Ghiarghe_occhi.jpg/280px-Ghiarghe_occhi.jpg,1049,412
Lac de la Ponsonnière,45° 03′ 09″ N, 6° 28′ 21″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_de_la_Ponsonnière,45.0525,6.4725,Lac_de_la_Ponsonnière,,1041,413
Lac de Rina Sottano,42° 02′ 43″ N, 9° 09′ 35″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_de_Rina_Sottano,42.0452777777778,9.15972222222222,Lac_de_Rina_Sottano,,1038,414
Lac du Drennec,48° 23′ 35″ N, 4° 00′ 39″ O,//upload.wikimedia.org/wikipedia/commons/thumb/0/08/Lac_de_Drennec_Finist%C3%A8re.JPG/280px-Lac_de_Drennec_Finist%C3%A8re.JPG,http://fr.wikipedia.org/wiki/Lac_de_Drennec,48.3930555555556,-4.01083333333333,Lac_de_Drennec,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Lac_de_Drennec_Finist%C3%A8re.JPG/280px-Lac_de_Drennec_Finist%C3%A8re.JPG,1032,415
Barrage de Chaudanne,43° 50′ 54″ N, 6° 32′ 39″ E,//upload.wikimedia.org/wikipedia/commons/thumb/d/de/Barrage-de-Chaudanne-DSC_0858.jpg/280px-Barrage-de-Chaudanne-DSC_0858.jpg,http://fr.wikipedia.org/wiki/Lac_de_Chaudanne,43.8483333333333,6.54416666666667,Lac_de_Chaudanne,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Barrage-de-Chaudanne-DSC_0858.jpg/280px-Barrage-de-Chaudanne-DSC_0858.jpg,1032,416
Lac de Vernant,46° 08′ 57″ N, 6° 45′ 57″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_de_Vernant,46.1491666666667,6.76583333333333,Lac_de_Vernant,,1009,417
Lacs des Bresses,44° 09′ 29″ N, 7° 14′ 32″ E,//upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Lac_bresses.jpg/280px-Lac_bresses.jpg,http://fr.wikipedia.org/wiki/Lacs_des_Bresses,44.1580555555556,7.24222222222222,Lacs_des_Bresses,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Lac_bresses.jpg/280px-Lac_bresses.jpg,995,418
Lac de Cavacciole,42° 12′ 50″ N, 9° 02′ 51″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_de_Cavacciole,42.2138888888889,9.0475,Lac_de_Cavacciole,,990,419
Mare d'Acqua Ciarnente,42° 13′ 33″ N, 8° 58′ 41″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Mare_d'Acqua_Ciarnente,42.2258333333333,8.97805555555556,Mare_d'Acqua_Ciarnente,,961,420
Étang de Vic,43° 29′ 24″ N, 3° 49′ 09″ E,//upload.wikimedia.org/wikipedia/commons/thumb/8/89/Vic-la-Gardiole_etang.JPG/280px-Vic-la-Gardiole_etang.JPG,http://fr.wikipedia.org/wiki/Étang_de_Vic,43.49,3.81916666666667,Étang_de_Vic,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Vic-la-Gardiole_etang.JPG/280px-Vic-la-Gardiole_etang.JPG,960,421
Lac de la Bailletta,45° 28′ 00″ N, 7° 01′ 30″ E,//upload.wikimedia.org/wikipedia/commons/thumb/1/10/Lac_de_la_Bailleta_1.JPG/280px-Lac_de_la_Bailleta_1.JPG,http://fr.wikipedia.org/wiki/Lac_de_la_Bailletta,45.4666666666667,7.025,Lac_de_la_Bailletta,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Lac_de_la_Bailleta_1.JPG/280px-Lac_de_la_Bailleta_1.JPG,950,422
Lac des Trois Cantons,48° 57′ 40″ S, 69° 02′ 57″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_des_Trois_Cantons,48.9611111111111,69.0491666666667,Lac_des_Trois_Cantons,,944,423
Lac de Villeneuve-de-la-Raho,42° 38′ N, 2° 55′ E,//upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Lac_de_Villeneuve_de_la_raho.jpg/280px-Lac_de_Villeneuve_de_la_raho.jpg,http://fr.wikipedia.org/wiki/Lac_de_Villeneuve_de_la_Raho,42.6333333333333,2.91666666666667,Lac_de_Villeneuve_de_la_Raho,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Lac_de_Villeneuve_de_la_raho.jpg/280px-Lac_de_Villeneuve_de_la_raho.jpg,912,424
Lac de Soglia,42° 12′ 30″ N, 9° 01′ 19″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Lac_soglia.jpg/280px-Lac_soglia.jpg,http://fr.wikipedia.org/wiki/Lac_de_Soglia,42.2083333333333,9.02194444444445,Lac_de_Soglia,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Lac_soglia.jpg/280px-Lac_soglia.jpg,912,425
Lac Saturne,49° 22′ 50″ S, 69° 46′ 55″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_Saturne,49.3805555555556,69.7819444444445,Lac_Saturne,,904,426
Lac du Verney,45° 08′ 20″ N, 6° 02′ 50″ E,//upload.wikimedia.org/wikipedia/commons/thumb/a/af/Lac_du_Verney_%2838%29.jpg/280px-Lac_du_Verney_%2838%29.jpg,http://fr.wikipedia.org/wiki/Lac_du_Verney,45.1388888888889,6.04722222222222,Lac_du_Verney,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Lac_du_Verney_%2838%29.jpg/280px-Lac_du_Verney_%2838%29.jpg,903,427
Barrage de Sarrans,44° 49′ 46″ N, 2° 44′ 26″ E,//upload.wikimedia.org/wikipedia/commons/thumb/a/a8/France%2C_Aveyron%2C_Barrage_de_Sarrans.jpg/280px-France%2C_Aveyron%2C_Barrage_de_Sarrans.jpg,http://fr.wikipedia.org/wiki/Lac_de_Sarrans,44.8294444444444,2.74055555555556,Lac_de_Sarrans,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/France%2C_Aveyron%2C_Barrage_de_Sarrans.jpg/280px-France%2C_Aveyron%2C_Barrage_de_Sarrans.jpg,902,428
Lac de Guilvinec,49° 23′ 47″ S, 69° 42′ 53″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_de_Guilvinec,49.3963888888889,69.7147222222222,Lac_de_Guilvinec,,900,429
Lac des Rouites,44° 37′ 38″ N, 6° 47′ 07″ E,//upload.wikimedia.org/wikipedia/commons/thumb/8/86/Lac_des_Rouites_01.JPG/280px-Lac_des_Rouites_01.JPG,http://fr.wikipedia.org/wiki/Lac_des_Rouites,44.6272222222222,6.78527777777778,Lac_des_Rouites,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Lac_des_Rouites_01.JPG/280px-Lac_des_Rouites_01.JPG,897,430
Lac Sibélius,49° 23′ 42″ S, 69° 32′ 29″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_Sibélius,49.395,69.5413888888889,Lac_Sibélius,,897,431
Lac de Sorbi,42° 13′ 00″ N, 8° 59′ 40″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_de_Sorbi,42.2166666666667,8.99444444444444,Lac_de_Sorbi,,894,432
Lac de Vesoul - Vaivre,47° 38′ N, 6° 07′ E,//upload.wikimedia.org/wikipedia/commons/thumb/e/e0/2013-03-20_14-07-59-lac-vesoul-vaivre.jpg/280px-2013-03-20_14-07-59-lac-vesoul-vaivre.jpg,http://fr.wikipedia.org/wiki/Lac_de_Vesoul-Vaivre,47.6333333333333,6.11666666666667,Lac_de_Vesoul-Vaivre,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/2013-03-20_14-07-59-lac-vesoul-vaivre.jpg/280px-2013-03-20_14-07-59-lac-vesoul-vaivre.jpg,891,433
Lac d'Hermance,49° 27′ 18″ S, 69° 34′ 34″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_d'Hermance,49.455,69.5761111111111,Lac_d'Hermance,,888,434
Lac des Deux Îlots,49° 21′ 30″ S, 69° 33′ 00″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_des_Deux_Îlots,49.3583333333333,69.55,Lac_des_Deux_Îlots,,888,435
Étang du Stock,48° 45′ 00″ N, 6° 56′ 00″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Étang_du_Stock,48.75,6.93333333333333,Étang_du_Stock,,859,436
Lac Aglaé,49° 13′ 47″ S, 69° 16′ 25″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_Aglaé,49.2297222222222,69.2736111111111,Lac_Aglaé,,859,437
Lac de Lavigliolu,42° 16′ 05″ N, 8° 57′ 26″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_de_Lavigliolu,42.2680555555556,8.95722222222222,Lac_de_Lavigliolu,,853,438
Lac de Rinella Sottano,42° 12′ 30″ N, 8° 59′ 28″ E,//upload.wikimedia.org/wikipedia/commons/thumb/0/08/Rinella_Sottano.jpg/280px-Rinella_Sottano.jpg,http://fr.wikipedia.org/wiki/Lac_de_Rinella_Sottano,42.2083333333333,8.99111111111111,Lac_de_Rinella_Sottano,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Rinella_Sottano.jpg/280px-Rinella_Sottano.jpg,853,439
Lac Hervé,48° 52′ 53″ S, 68° 50′ 01″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_Hervé,48.8813888888889,68.8336111111111,Lac_Hervé,,846,440
Lac de l'Escourou,44° 40′ 30″ N, 0° 21′ 05″ E,//upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Lac_de_l%27Escourou_Saint-Sulpice-d%27Eymet_amont_D25E_%281%29.JPG/280px-Lac_de_l%27Escourou_Saint-Sulpice-d%27Eymet_amont_D25E_%281%29.JPG,http://fr.wikipedia.org/wiki/Lac_de_l'Escourroux,44.675,0.351388888888889,Lac_de_l'Escourroux,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Lac_de_l%27Escourou_Saint-Sulpice-d%27Eymet_amont_D25E_%281%29.JPG/280px-Lac_de_l%27Escourou_Saint-Sulpice-d%27Eymet_amont_D25E_%281%29.JPG,830,441
Lac de Rinella Soprano,42° 12′ 29″ N, 8° 59′ 56″ E,//upload.wikimedia.org/wikipedia/commons/thumb/5/54/Rinella_Soprano.jpg/280px-Rinella_Soprano.jpg,http://fr.wikipedia.org/wiki/Lac_de_Rinella_Soprano,42.2080555555556,8.99888888888889,Lac_de_Rinella_Soprano,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Rinella_Soprano.jpg/280px-Rinella_Soprano.jpg,830,442
Lac des Sapins,46° 00′ 25″ N, 4° 22′ 15″ E,//upload.wikimedia.org/wikipedia/commons/thumb/4/42/Voisin%C3%A9_lac_des_sapins.JPG/280px-Voisin%C3%A9_lac_des_sapins.JPG,http://fr.wikipedia.org/wiki/Lac_des_sapins,46.0069444444445,4.37083333333333,Lac_des_sapins,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Voisin%C3%A9_lac_des_sapins.JPG/280px-Voisin%C3%A9_lac_des_sapins.JPG,829,443
Lac Cornu,45° 57′ 27″ N, 6° 50′ 54″ E,//upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Lac_Cornu_-_Aiguilles_Rouges.JPG/280px-Lac_Cornu_-_Aiguilles_Rouges.JPG,http://fr.wikipedia.org/wiki/Lac_Cornu,45.9575,6.84833333333333,Lac_Cornu,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Lac_Cornu_-_Aiguilles_Rouges.JPG/280px-Lac_Cornu_-_Aiguilles_Rouges.JPG,828,444
Lac de Kruth-Wildenstein,47° 57′ 20″ N, 6° 57′ 20″ E,//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Lac68Wildenstein.jpg/280px-Lac68Wildenstein.jpg,http://fr.wikipedia.org/wiki/Barrage_de_Kruth-Wildenstein,47.9555555555556,6.95555555555556,Barrage_de_Kruth-Wildenstein,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Lac68Wildenstein.jpg/280px-Lac68Wildenstein.jpg,817,445
Lac Noir d'en Bas,45° 57′ 50″ N, 6° 51′ 07″ E,//upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Lac_Noir_d%27en_Bas_-_Aiguilles_Rouges.JPG/280px-Lac_Noir_d%27en_Bas_-_Aiguilles_Rouges.JPG,http://fr.wikipedia.org/wiki/Lac_Noir_des_aiguilles_Rouges,45.9638888888889,6.85194444444444,Lac_Noir_des_aiguilles_Rouges,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Lac_Noir_d%27en_Bas_-_Aiguilles_Rouges.JPG/280px-Lac_Noir_d%27en_Bas_-_Aiguilles_Rouges.JPG,813,446
Lac des Saumons,49° 15′ 30″ S, 69° 59′ 00″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_des_Saumons,49.2583333333333,69.9833333333333,Lac_des_Saumons,,791,447
Lacs de Vens,44° 18′ 43″ N, 6° 56′ 06″ E,//upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Lacs_de_Vens.jpg/280px-Lacs_de_Vens.jpg,http://fr.wikipedia.org/wiki/Lacs_de_Vens,44.3119444444444,6.935,Lacs_de_Vens,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Lacs_de_Vens.jpg/280px-Lacs_de_Vens.jpg,790,448
Brière,47° 22′ 19″ N, 2° 12′ 49″ O,"Error in .[[1]] : indice hors limites
",http://fr.wikipedia.org/wiki/Marais_de_Brière,47.3719444444444,-2.21361111111111,Marais_de_Brière,"https:Error in .[[1]] : indice hors limites
",774,449
Réserve naturelle nationale de la Grande Sassière,45° 29′ 00″ N, 6° 58′ 00″ E,"Error in .[[1]] : indice hors limites
",http://fr.wikipedia.org/wiki/Lac_de_la_Sassière,45.4833333333333,6.96666666666667,Lac_de_la_Sassière,"https:Error in .[[1]] : indice hors limites
",772,450
Lac de Calca Tavulaghjiu,42° 23′ 52″ N, 8° 38′ 41″ E,//upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Gal%C3%A9ria_le_barrage_de_Calca_Tavulaghjiu.jpg/280px-Gal%C3%A9ria_le_barrage_de_Calca_Tavulaghjiu.jpg,http://fr.wikipedia.org/wiki/Lac_de_Calca_Tavulaghjiu,42.3977777777778,8.64472222222222,Lac_de_Calca_Tavulaghjiu,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Gal%C3%A9ria_le_barrage_de_Calca_Tavulaghjiu.jpg/280px-Gal%C3%A9ria_le_barrage_de_Calca_Tavulaghjiu.jpg,769,451
Parc du Héron,50° 38′ 09″ N, 3° 10′ 16″ E,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/PNR_HERON_lac_%286%29.jpg/280px-PNR_HERON_lac_%286%29.jpg,http://fr.wikipedia.org/wiki/Lac_du_Héron,50.6358333333333,3.17111111111111,Lac_du_Héron,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/PNR_HERON_lac_%286%29.jpg/280px-PNR_HERON_lac_%286%29.jpg,764,452
Lac Christiane,49° 20′ 32″ S, 69° 57′ 04″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_Christiane,49.3422222222222,69.9511111111111,Lac_Christiane,,760,453
Lac de Jougne,49° 31′ 31″ S, 69° 21′ 43″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_de_Jougne,49.5252777777778,69.3619444444444,Lac_de_Jougne,,758,454
Lac du Val Mort,49° 17′ 02″ S, 68° 52′ 36″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_du_Val_Mort,49.2838888888889,68.8766666666667,Lac_du_Val_Mort,,750,455
Lac des Fougères,49° 25′ 32″ S, 69° 40′ 36″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_des_Fougères,49.4255555555556,69.6766666666667,Lac_des_Fougères,,742,456
Lac Alicia,49° 28′ 39″ S, 69° 53′ 30″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_Alicia,49.4775,69.8916666666667,Lac_Alicia,,741,457
Lac Aval,49° 15′ 19″ S, 69° 57′ 48″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_Aval,49.2552777777778,69.9633333333333,Lac_Aval,,729,458
Lac de Cristal,49° 03′ 24″ S, 69° 33′ 09″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_de_Cristal,49.0566666666667,69.5525,Lac_de_Cristal,,719,459
Lac de la Source,49° 19′ 02″ S, 69° 57′ 36″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_de_la_Source,49.3172222222222,69.96,Lac_de_la_Source,,709,460
Lac du Mas Chaban,45° 48′ 18″ N, 0° 38′ 52″ E,//upload.wikimedia.org/wikipedia/commons/thumb/1/11/Lesignac_lac2.JPG/280px-Lesignac_lac2.JPG,http://fr.wikipedia.org/wiki/Lac_du_Mas-Chaban,45.805,0.647777777777778,Lac_du_Mas-Chaban,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Lesignac_lac2.JPG/280px-Lesignac_lac2.JPG,706,461
Lac Börgen,49° 31′ 22″ S, 69° 06′ 16″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_Börgen,49.5227777777778,69.1044444444444,Lac_Börgen,,706,462
Lac du Présalé,49° 01′ 46″ S, 69° 32′ 16″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_du_Présalé,49.0294444444445,69.5377777777778,Lac_du_Présalé,,705,463
Lac Mercure,49° 23′ 16″ S, 69° 50′ 42″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_Mercure,49.3877777777778,69.845,Lac_Mercure,,703,464
