df_goopldet.place_id,df_goopldet.adresse,df_goopldet.nom,df_goopldet.telephone,df_goopldet.url,df_goopldet.types,df_goopldet.type.princ,df_goopldet.note_globale,df_goopldet.nb_notes,df_goopldet.moy_anciennete_avis,df_goopldet.med_anciennete_avis,df_goopldet.nb_notes.s,df_goopldet.type.princ.fr,df_goopl.id,df_goopl.reference,INSEE_COM,df_goopl.lng,df_goopl.lat,df_goopldet.moy_anciennete_avis.rang
ChIJWYOHDEht5kcRgWCEl3AuCg8,"5 Rue Maurice Woljung, 93100 Montreuil, France",Kempenar Laurent,+33 1 48 57 23 92,https://maps.google.com/?cid=1083729721449275521,"c(""general_contractor"", ""point_of_interest"", ""establishment"")",general_contractor,,0,,,0,entrepreneur général,ff36ed8888a2291312debe957e2f550d238971a9,CmRRAAAAuSTez0fUoeE9arbZ5cRQbgFRxbMGYf0_IpbS9FBtatZzqjOlfzkM7q-mjKknoZIc5F7X48WfVT0_jWVxt3mJjTFjhHiwVHcsqGLkTRXkqRGybPcau3NvhemX5k5Y4B4fEhCU_EA59Yt8mIw_6VV8i8WQGhQ1xuTxQNLpjvhXw-xQLT7GffEJ4g,93048,2.4475011,48.8730686,
ChIJwYvqy1ht5kcR9Z5J8T4GnJc,"9 Rue Colmet Lépinay, 93100 Montreuil, France",Cinévie,+33 1 41 63 93 88,https://maps.google.com/?cid=10924613663499853557,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,c1f6fde22c3670fb506e2a03d5cfca6c6574f69d,CmRSAAAADdYaqoWEy7Nd_NGGK2o19cBfL3HQITRBUxf5VuFfzqCbLu5kqgk20PABsSfSq-mZiLDrRkE2kldgKCWa1nHOBeIBddcOde9pbi4lt_XYoVV8HhMzKIUNry1GLyPcmE6pEhDjLu3L61vaBx9Wqcmptz8XGhTTEz9WXni_7TiVhedjeVziZrdLAw,93048,2.4403333,48.8557398,
ChIJWyXw1GZt5kcRlGuQKiX7NZs,"35 Rue Désiré Préaux, 93100 Montreuil, France",Esquoy Alexandre,+33 6 30 92 08 51,https://maps.google.com/?cid=11184121386690964372,"c(""electronics_store"", ""home_goods_store"", ""store"", ""point_of_interest"", ""establishment"")",electronics_store,5,2,14.5,14.5,1_4,magasin d'électronique,7a39522daff1b5eaa6ccbac4a00ce02403f68c89,CmRSAAAADr4_-7gPIDHL56nDodnsFJiX-eFlkBGSKVxSUoUhjMd6FhsFTITM-se_rPNKkWHO82-ZGwpgb3BzoPXSxUBxL3Iirr5BoiFOpJORJIDRuPxsp4gyt7YloiNNfQnPEf-dEhAD0BaVhjzdN7amy2m1OmOPGhS15UJzL05VqGafv31LV30W1bubrQ,93048,2.4316954,48.8596138,
ChIJwZ_ua1xt5kcR0BrH_KDxt7c,"34 Rue Victor Hugo, 93100 Montreuil, France",Perelmutter Danielle,+33 1 42 87 54 83,https://maps.google.com/?cid=13238315303416830672,"c(""dentist"", ""health"", ""point_of_interest"", ""establishment"")",dentist,3,3,726,696,1_4,dentiste,15e034fb3b4b0a7c93ac309c1d2b9045137cc955,CmRSAAAAbAaEHmOcZ7glDsoOQFR9aVOxBwmgrXVUhIISHogy-cbQh00r4XyTyZWT7bgzFJcBSSzfMxpFa9AQMazcw7zuTtBJlFE9wLXJi9G5mPgNlhpdn7bb6zGYX7qlRTam5ALBEhCkCTbOHJna9BCqR2IjVbRkGhQfp39l3OKXdclWHu9cTg_xwOtJPA,93048,2.4394996,48.8609623,
ChIJwzisDJ1y5kcR7F9O7DbCzcg,"Rue Raspail, 93100 Montreuil, France",Moto Therapy,NULL,https://maps.google.com/?cid=14469434718959853548,"c(""car_repair"", ""point_of_interest"", ""establishment"")",car_repair,5,1,234,234,1_4,réparation de voiture,f3804b2e3ec432adec58e0779ab54e3682ab6840,CmRSAAAA0NgJ0hEbhM_hSImMT1E9SXRvHP3T5XttzLpEUZ4ZUiScQm26Z8v72CfO_r5vAGTH2WdbEQeDOPGtFnBtM4NpOOKaOhyXdC_KC1hXjKtD79zPfVtcyRDv30jj6JMRBUK6EhDNcvqlGxRjjl-iP1nhnJAkGhTnT7vAQQEnNkPnFkQJBQeYAmyg1g,93048,2.4262368,48.8529324,
ChIJWZJdk55y5kcR7e5E_3Y3NLI,"39 Rue des Meuniers, 94300 Vincennes, France",Boglio Antoine,+33 1 58 64 11 84,https://maps.google.com/?cid=12840949421768503021,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,594d17118139e1069f86d0c29112d99114a2314d,CmRSAAAATbXDh1aESfCrqTcLTmjYUca4SgsBjnhmi0mHGe65RxxueVWa0JrQeZUnE6Pr3y2NG4f3IAQTuoBDEihOmGNTRFwe38jxpnlj5Nu2tqFizhCSNMFY830R4i2hAJLmO2BDEhBZlS-YX4bZCfGllv8h6wk4GhTvkrKI6Ht7YVcQzge0SIb1jbGcSw,93048,2.4307294,48.8506997,
ChIJwzjrU3xt5kcRg6pFrEb2Qa0,"70 Rue Victor Hugo, 93170 Bagnolet, France",Orlis Commerce International,+33 1 48 59 40 95,https://maps.google.com/?cid=12484530425446115971,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,8a3996f19bf80eed08042d67eb8c098a14c1b866,CmRSAAAAb0TTy2cNxqlxCMvlhH_gZEMV2aGRHyG37lDnfYf35wMF_2ihuc1I5H2hLrgkqlD818CYrUHUBsoSDCyUvyNtEXDceYaTnrhUeCkGFlUIEeum8SCUBB647vLPI1Q79zBbEhCHPlAvApcQconhl1Peiz6_GhRztDHcrm40rhhLEn-72KX2S7jfEA,93048,2.4200724,48.857424,
ChIJWZkJ2UVt5kcR0Lz4e0Y_Hpw,"53081, Rue Louis de Broglie, 53810 Laval, France",ram r s i,+33 2 43 59 69 42,https://maps.google.com/?cid=11249498491178237136,"c(""insurance_agency"", ""health"", ""point_of_interest"", ""establishment"")",insurance_agency,,0,,,0,agence d'assurance,52b01db60c5a8e1a94bcda45db562a9b5a2d04c0,CmRSAAAA9IIPsqDzp_3NAOOiOqiDWZ4cPJFEtRGeZo3FYPp9e_Tbm3rgPiGROWQjavr5n48GoNBg0OFZm6YGxQbjc9p1HpUqEOKE9utwNl9VU_Ut1V-5fje78B5JkiFa2xW07ToPEhB7CZv14iculPZ6pgJSaO5lGhRJvk1WmXsOlcFZbGWA7S0PTmLACQ,93048,2.4449103,48.8690374,
ChIJWzKXSkht5kcRcoz1lcF9ajY,"27 Rue Traversière, 93100 Montreuil, France",AZUR PEINTURE,+33 1 42 87 47 47,https://maps.google.com/?cid=3921084695977495666,"c(""painter"", ""point_of_interest"", ""establishment"")",painter,,0,,,0,peintre,3e247feeeb84a7446ac215ffce119d477a0c2080,CmRRAAAAQ6H4c4CwhFNM4l1WOmHn079VrIZJb3YG9Pfbcx6-5ntRcolbDcHPQg45oGSTPDCiZkTM23HlvgBNEj01-j2sOuIRXQ7dbeut4FB7-94h8ToTffZR-AV4MZTk7kaYLbEsEhBDXlg7eA6uzpT3OIhF-xmDGhSnNE7GSvUTsgZvzuDhAte3-ADxJw,93048,2.4498776,48.8728756,
ChIJwZmEIX5t5kcRJ_Ikz7r9IKo,"235 Rue Etienne Marcel, 93100 Montreuil, France",Parapharmacie My Skin,+33 1 48 58 07 43,https://maps.google.com/?cid=12259077164483539495,"c(""pharmacy"", ""store"", ""health"", ""point_of_interest"", ""establishment"")",pharmacy,,0,,,0,pharmacie,dbd44cad458f1ecd66dc1dd405db6bddd2de769e,CmRSAAAAKj3cmzO-1mzj4iguBFjnGx4GtcQ0de3iJONLW3Gi4z2NULiGsFRlqZpF4gD5jM--w1Od6_OCSWut4P98nPr2F3ad6kfGzkvRjYz5qOZjMDTxMom2jVstHzopPgiy-HixEhDIeWuXtnAYOaFGYPI2wEeIGhTsc2xiPqh1BdugOL37j_8UL1AKfw,93048,2.4154736,48.8549215,
ChIJWzMZTTVt5kcRa71JDx3yJ64,"105 Rue Emile Beaufils, 93100 Montreuil, France",Rezik Pivion Sourour,+33 1 48 70 78 41,https://maps.google.com/?cid=12549265093315640683,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,aef664e2efa5e0db49c0a415f5a9efd8715baf8f,CmRSAAAAtL-N21FXLBen_g3T5caWydt0GG0_rI3jEv0qpSBavX_BeHipVPuZ48v3BxgeQ_SWnw8RZ9Fwmw2w9I9xA4wBKNZrrW-6gbWUywNYvlLXwTbAVLzmCRV8baMEaGurdJq0EhDIDHn7Y_OEB359E7OIDEncGhSJHhoEO0vXYtsJaNEa30k2bMZYFw,93048,2.4582216,48.8748996,
ChIJwzsGcfmn6EcR_Ll529uFmhU,"32 Rue Girard, 93100 Montreuil, France",KATACHI JAPANESE SCISSORS,+33 6 82 22 81 01,https://maps.google.com/?cid=1556703800536447484,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,b66f5e367d1fc60f4cce957d1c2b796fc1e671d5,CmRRAAAAnMtFb1NF0SoRG2RKHLVSjb2s51owCJCpAvGE1tzcZvvzvlrRS-S5ttGytPO8WwIQrMEfQ0smBYbgPNsAOJnLNsX8fP5IUPnfWPa9PfIINpzj41aPqQnd3biovB9NivtBEhC-RLn9BtLSURSYavnRs6WRGhTuQcutfCMTKctTaJzRPNiTWiEN7Q,93048,2.4343467,48.857297,
ChIJwZZJaJ1y5kcR4JGTmQKLuXI,"2 Place de la République, 75011 Paris-11E-Arrondissement, France",Magic - Bar de la place,NULL,https://maps.google.com/?cid=8266791434298036704,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",restaurant,3.4,5,210,83,5,restaurant,73e4677c5f4ac11f81bfcef58196c6101155280e,CmRRAAAA4idzdRebn9lue0TOLfLcLt2p9PYzLyFV0xsO0MT2BDseEzcC6O_4oiyGuiKqBbFauWwHluWvb9QwiYi7xzdrOAvEFU6tli8oj30T62WLocfDOu1Kd1iDhXUJ18xbJOreEhBFfQIdTnO4FAyKBSuzoXhKGhQvpW8WqddUe8_9o_pt-bWXgbJGLw,93048,2.4245051,48.8538113,422
ChIJWZZTG09t5kcRKaXpxJVqGtk,"5 Rue de l'Ermitage, 93100 Montreuil, France","Eleonora Arduini Gallet, Hypnothérapeute",+33 6 48 41 64 93,https://maps.google.com/?cid=15643933447111157033,"c(""health"", ""point_of_interest"", ""establishment"")",health,5,1,79,79,1_4,santé,aad94e448bc70012ed41d8b2aaa431ceaf9889e1,CmRSAAAAyxygYRZhk2Iz2TVyQt_xmn_a-T-pVUaDoHqw_8s8G9Mrso1kBh0B_QmdB9wK-mveXtnnpM4DvtxERjidTjMKpJTIlRSjw8SDAZTmYHQtYxY-I-tK4hF_1BwcEdm9LyzbEhCCgTUeYYvOAEHIhEFe0eHGGhTPgwyI9lc2KTSoXxp2ffNKq5Nc2w,93048,2.4492196,48.8673693,
ChIJx_0EmP-g6EcR9aSnD3Hb-h0,"@ Les Chaudronneries 124 rue de Rosny, 93100 Montreuil, France",See You -C.U ! Career & Universe,+33 9 81 96 31 16,https://maps.google.com/?cid=2160280249918006517,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,21db0a01ae88cc406eab51783e8c76869e50195f,CmRRAAAAipA22x4NRlCyxLL8hgSK72NABlAgLf0O9wsC6MM-nXitsv7dxhhc7iQMxUrMAhoC-1rAdzjiq2_9pnfOmiYUa8vyJEQ43z4fTNVeMppdkTbZjasa6gywzn6Iebt6iW5WEhAQlIJf2MjHhdgXgn8fgEh5GhSMmxcLa6hFpBfdw5_TLuMGz9lrJA,93048,2.4524089,48.8641761,
ChIJx_5y159y5kcR8BF3tXiEWx0,"51 Rue Edouard Vaillant, 93100 Montreuil, France",Le Chantier Miss,+33 6 99 25 16 22,https://maps.google.com/?cid=2115430103956001264,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,eb0ad898651c23e668f3cacbdc2367eb48609147,CmRRAAAA6rQp48D6995nebbTEFzkfet7QnEpGhrqWphNGFdaCe9D-NXHC3RvB8FqoNviusstUYNRe8Z02ZxVy3TDEwEJ9kQcfzQTvoHYpZoVwqq_JaDpJxQ4cSyVHxWUm-uCi4OOEhDlQQZAK3yu4JLqk2atzcXUGhQHisDBn0ZddhyYGoz88WV1ygR4HQ,93048,2.43211,48.85437,
ChIJX_DQN51y5kcRTK4coYLPs9M,"2 Rue de la République, 93100 Montreuil, France",Charlieprod,+33 9 72 60 37 98,https://maps.google.com/?cid=15254764522789711436,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,b0868cad3bdf2ee1ee1b2a2c255d90a2a67e8e5f,CmRSAAAARlci5ueU44YxyYN9aDoRu8ol4VO8DN1KmWJhdTLlXgCEgGMHUpeM7dZju0fWf5ZXHgZHJ4iBCExd_8bLJcZ4gpxPKwB9JjqvaaDka3bsvs2JQFm2259KW8yIgK_-VqCGEhAltBBisYHxrg5T5IBZs_08GhRxUzkWRj88SkFsP3sZmXzxuGbRKQ,93048,2.423429,48.8533973,
ChIJX_iTfZ9y5kcRIUaX26DV7NM,"3 Rue des Fédérés, 93100 Montreuil, France",Claire Beaugrand,+33 6 85 52 53 46,https://maps.google.com/?cid=15270815323362117153,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,dcd46476ab8d437abc644a72d9be66da36157ac7,CmRSAAAAGFGK5-2NNSTvXPmAQr7WXZ58c8Eo6JR-wuV2dbPiD_cvc9ImRIyASfYaJ1G_WPVNC6lKDbzJhIUtGBwQH6eFUofdOIrZ4c0iUWTaES8cv6Nv61MOMWHJ2V0gstweaOGEEhAP0zV6weCHC4R-QorZiiZWGhTN4sXeuUQjPwZ3L0JdjyBTJ5LngA,93048,2.433994,48.8514466,
ChIJx_j1UzZt5kcRj8qstcWF5lY,"134 Rue Saint-Denis, 93100 Montreuil, France",Conseil 3D,+33 6 88 23 38 89,https://maps.google.com/?cid=6261839416108305039,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,a73235bde1ea452fc3fd2bb1f3603de98762adff,CmRRAAAAKG2PPsHXGIfgi_D4ZvpLL85iV8X1Vd3Ya8WanigAt3F2ZK0XIMZKQdq_aLBZaCjV6XDH2ixK-spIG2dU5a3rwvO-PP_28PtWFi19BcsCCKxn71CSPwzpgine2FRRNxU1EhAsJZYsM-q2M5WO-NL0uwXjGhR52hS9uZm9IL20upBE49YGFWzLTw,93048,2.4505733,48.8763693,
ChIJx_j1UzZt5kcRk_4uHt8R-qs,"134 Rue Saint-Denis, 93100 Montreuil, France",Rahimic Enzo,+33 1 70 24 31 44,https://maps.google.com/?cid=12392236974645116563,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,e47490eeeabced11d853c60195b5c86a7a7123da,CmRSAAAASLjSmwinDzgawS2-uFlnyp0OpjqT2LyUh4jFhrQXfZnLxIcaEeWsBuP9qgnSUhUfygDGaYumnFeoF18MbJ2vmqNiInFDcTtZXAZfpzRZ1zf5-bvzdSpXfMZa5cvC0AhIEhBTe7dFs7qzIHrBnmOQZFI1GhRGcMTXUmCicGr9_Cqfqv6-u0aZig,93048,2.4505733,48.8763693,
ChIJx_j1UzZt5kcRKJBjNRkWzwY,"134 Rue Saint-Denis, 93100 Montreuil, France",Association Transik,+33 6 62 84 07 88,https://maps.google.com/?cid=490635181932384296,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,f4ddb5182bec0eb5b723a916b597a9886c75c17b,CmRRAAAARzleERCNIcyKikIq2a8IkyECbc03zlRwr3BklZmyWSPmJ81XbwZNN6m-i9UWVKLYLJV9Rt9uXDLK6gPKEp9Ytf8Ig4MKYAWg5ABmBLL7ctK91G9ec7Ab_PwF5iJl19UXEhCIAWeT-Tr5yhI3yKrOA5tUGhSC9cmcexGnqNkcXy40AVnz6UVniQ,93048,2.4505733,48.8763693,
ChIJx_j1UzZt5kcRr8zvreIHxg0,"21 Rue Crébillon, 94300 Vincennes, France","Tetart Stéphane, spécialiste fatigue chronique et métaux lourds par Skype et téléphone",+33 7 82 21 84 78,https://maps.google.com/?cid=992489438043950255,"c(""health"", ""point_of_interest"", ""establishment"")",health,4.8,4,326.5,251.5,1_4,santé,31d379a1e408d02459263684e393f93faddf64da,CmRRAAAAgHDNxDzFdWLWF2e4xTRjeN1hX4Ib9L3XaHEaDTbBAqbe0MWnTAO3hj-kpjFIDVrdqdZ0DILV1PIj8Mo1xMYoP6aBUlYZPAE5g_jDmBSsiBp-kaDZ0Vbid1bua8W8tD_mEhDMkKsx_0WvKxOsaAoaClJzGhTuocfwYDv_2NQREOgZ3AXvLShZZA,93048,2.4395369,48.8524154,
ChIJx_j1UzZt5kcRTBF1otd7oMA,"134 Rue Saint-Denis, 93100 Montreuil, France",Kaci Market,+33 9 53 27 98 02,https://maps.google.com/?cid=13880230217629634892,"c(""supermarket"", ""grocery_or_supermarket"", ""store"", ""food"", ""point_of_interest"", ""establishment"")",supermarket,,0,,,0,supermarché,e9ddfd61d23be909092e9095648ab4029d3f486d,CmRSAAAAJwqkGtvkmkWGMa5bw9A1Mb5nPDFkxOOaIJJiM0N7H7gPON0YPuw72AqUJT6iViwYwvSulJgnIFwdoKbPkX5F6RgwlDPXY7PwpcTd6TyacgBr8_RzPMFj4Sk43Bg49ukiEhDN3rTN81i0uptMjXskOhjvGhTwW3_MArjTw8aKFWRRBQkY5F5Mog,93048,2.4505733,48.8763693,
ChIJX_JgYrYS5kcRsSzA38i-Z5M,"70-, 72 Rue des Roches, 93100 Montreuil, France",ORVIF Montreuil,+33 1 56 93 38 10,https://maps.google.com/?cid=10621668016133254321,"c(""home_goods_store"", ""store"", ""general_contractor"", ""point_of_interest"", ""establishment"")",home_goods_store,3.5,2,52.5,52.5,1_4,magasin d'articles de maison,3d474ed3026fe5d905074af0785089a3cb530e04,CmRSAAAAJlpnWfTst8hwuOebt_Hdve2y5bVwKiPoMuHBjfy8zAkAHDHOvgr-8rhqwNVHC7uC-PwbivE6sg6mYQrhXBz339LZSpwFDwqxLQOaUt3wXAsKNSy0gIsuo0MO_c1rENJZEhCBKp4Udurt-niHvRCfc82UGhRSFHvRAyXP9rJClSciIq5S-GTWVQ,93048,2.4647007,48.8710056,
ChIJx_m78Tdt5kcRe3JQjXkY8oE,"93230 Romainville, France",Mirabeau,NULL,https://maps.google.com/?cid=9363573485597651579,"c(""bus_station"", ""transit_station"", ""point_of_interest"", ""establishment"")",bus_station,,0,,,0,station de bus,f3a223b79960b8d9304d5f265dda162046aaad24,CmRSAAAANaOLwrbr9ABRJ-42HgQp4f-q1vDi-S5zZYmtUfcC563YmQmFD5WwxlTypp66UpyHT4H0qV85VGCD9WiGcE6Su2ZTN2aBayJkCiU6Jiu-bf2BP503bjTcppfiX0tiLRAzEhBn_oSq7Nw8nK17Zn4RV63GGhTPk_iuSxltTdTxuvws05noy4S5QQ,93048,2.447786,48.874842,
ChIJx_mCyVtt5kcRRqc4NurZ3TY,"102 Rue du Capitaine Dreyfus, 93100 Montreuil, France",Trans.Mob,+33 9 53 18 75 90,https://maps.google.com/?cid=3953555647856420678,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,09d3bb4a5271dc607e4d99cd2e1c78e8dab98eaf,CmRRAAAARKCLMWzUmuEkKGdlWB7C8ge-b6meIvfnTU-UAtVWuiaurDem58JGE1ihaRyC3zZwwFC3GHEGiT5Uq4vIrS3a5hec3_loPWzHUAEX_QC0tzU22zrBrK5XmOcduEOteTatEhCDg4igJuiHiEIuu8Yu-Id1GhR6Aj4Mx0rQbxM8pxBp358hueCMIA,93048,2.4428846,48.8603311,
ChIJX_OuxGFt5kcR3veQR4tA-ow,"50 Rue Beaumarchais, 93100 Montreuil, France",Agencement Lesellier,+33 1 48 59 37 73,https://maps.google.com/?cid=10158502876432889822,"c(""furniture_store"", ""home_goods_store"", ""store"", ""point_of_interest"", ""establishment"")",furniture_store,,0,,,0,magasin de meubles,72bd003c2031dc146d5063a27e7dc85dc7ef0262,CmRSAAAA_cQUvUaYFRRUdU0zNChongBUrq9Gi-uE4aBMGs4Sq2rTSafiqyfISvfw_FKOoBC5R9raFSAwDghY5yhgF_VcMbDsi1rBNIk577b8ZOh8BefeeMFy78Zf8jHUHNb5ZTybEhC3DogFVARZNBx8azb7IFVWGhT8lwNKK_f2o9ZO_zNXI4KrIaNl1g,93048,2.4304063,48.8550774,
ChIJX_QeFl9t5kcReNYNt4qVduE,"8 Rue Marcelin Berthelot, 93100 Montreuil, France",École élémentaire Marcelin Berthelot,+33 1 71 89 27 47,https://maps.google.com/?cid=16246337128794805880,"c(""university"", ""point_of_interest"", ""establishment"")",university,5,5,343,232,5,university,802009c6ac985b312dd1a77ea441ab01a6188a8f,CmRSAAAA1CzBVmZm-BsKx66gtV2YY15zJwVNA_sTiPDvtGpbJOzYpi1JVk2cbJf7V_lrvu5utQpajQjrX16EiTi8UhEslcMAJH-SENJ9Q7JYx50WuX4sxNKVk3LVYQSVVgFSWNjMEhCUbYrSKp_KT8uxm2WYLgfNGhR7wLDUw5N6ZfgYWE-NFDcHyPDMNw,93048,2.4386544,48.8559145,606
ChIJX_QeFl9t5kcReNYNt4qVduE,"8 Rue Marcelin Berthelot, 93100 Montreuil, France",École élémentaire Marcelin Berthelot,+33 1 71 89 27 47,https://maps.google.com/?cid=16246337128794805880,"c(""university"", ""point_of_interest"", ""establishment"")",university,5,5,343,232,5,university,802009c6ac985b312dd1a77ea441ab01a6188a8f,CmRSAAAA1CzBVmZm-BsKx66gtV2YY15zJwVNA_sTiPDvtGpbJOzYpi1JVk2cbJf7V_lrvu5utQpajQjrX16EiTi8UhEslcMAJH-SENJ9Q7JYx50WuX4sxNKVk3LVYQSVVgFSWNjMEhCUbYrSKp_KT8uxm2WYLgfNGhR7wLDUw5N6ZfgYWE-NFDcHyPDMNw,93048,2.4386544,48.8559145,606
ChIJX_QeFl9t5kcReNYNt4qVduE,"8 Rue Marcelin Berthelot, 93100 Montreuil, France",École élémentaire Marcelin Berthelot,+33 1 71 89 27 47,https://maps.google.com/?cid=16246337128794805880,"c(""university"", ""point_of_interest"", ""establishment"")",university,5,5,343,232,5,université,802009c6ac985b312dd1a77ea441ab01a6188a8f,CmRSAAAA1CzBVmZm-BsKx66gtV2YY15zJwVNA_sTiPDvtGpbJOzYpi1JVk2cbJf7V_lrvu5utQpajQjrX16EiTi8UhEslcMAJH-SENJ9Q7JYx50WuX4sxNKVk3LVYQSVVgFSWNjMEhCUbYrSKp_KT8uxm2WYLgfNGhR7wLDUw5N6ZfgYWE-NFDcHyPDMNw,93048,2.4386544,48.8559145,606
ChIJX_QeFl9t5kcReNYNt4qVduE,"8 Rue Marcelin Berthelot, 93100 Montreuil, France",École élémentaire Marcelin Berthelot,+33 1 71 89 27 47,https://maps.google.com/?cid=16246337128794805880,"c(""university"", ""point_of_interest"", ""establishment"")",university,5,5,343,232,5,université,802009c6ac985b312dd1a77ea441ab01a6188a8f,CmRSAAAA1CzBVmZm-BsKx66gtV2YY15zJwVNA_sTiPDvtGpbJOzYpi1JVk2cbJf7V_lrvu5utQpajQjrX16EiTi8UhEslcMAJH-SENJ9Q7JYx50WuX4sxNKVk3LVYQSVVgFSWNjMEhCUbYrSKp_KT8uxm2WYLgfNGhR7wLDUw5N6ZfgYWE-NFDcHyPDMNw,93048,2.4386544,48.8559145,606
ChIJX_RhSZ1y5kcR9Ps9-7baoHM,"50 Rue Robespierre, 93100 Montreuil, France",Sandwicherie & Pizzeria,NULL,https://maps.google.com/?cid=8331899790069464052,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",restaurant,1,1,171,171,1_4,restaurant,3f02cb8b246f56ad59ab4eb1ad86438e8fe8145e,CmRRAAAA9By2dDR7BDwnMRfBv_LzteSQG74BBBMcf5nooEmT1cgAF3Z9EDTyBVxgPvUYn4p5LSK2-h327jTNos-ElHuHJvKb1M_-4GgCQeWoDs8rSCKd1Z0H4moB1sqzMiKB8G_6EhDTOyfEP510w9pbVof7XIjEGhQn3z3iPntqNi5WYJnwJJeo_1xKHQ,93048,2.4234361,48.8534961,
ChIJX_RhSZ1y5kcRXJaNprNK7Fw,"50 Rue Robespierre, 93100 Montreuil, France",Crazy Poulette,+33 1 49 88 17 90,https://maps.google.com/?cid=6695808881446983260,"c(""store"", ""point_of_interest"", ""establishment"")",store,5,2,207.5,207.5,1_4,magasin,c1f4543527f3bd426ae9ce43b9813b2fbf5692c9,CmRRAAAAO13i81ajOzLXlZzUgwljHpPAmkkFf61WaChgOXTuL1Rc9kpsBvhQQFm5gDwNGq9M_OW-Li0sY4_AqgAt7i45KuDb_meJKS_3x14Q2NQ3_bGTAKEzOYeBg6z3RHHypUCaEhCtHwVf2QX4ArdddlOZKHwIGhR2IF_sPObHzgaG3LbAkBYmhvLXnQ,93048,2.4233375,48.8535574,
ChIJX_tEljRt5kcRNm2HlQ7rYyE,"93100 Montreuil, France",La Boissiere,NULL,https://maps.google.com/?cid=2406025073816726838,"c(""bus_station"", ""transit_station"", ""point_of_interest"", ""establishment"")",bus_station,,0,,,0,station de bus,d124dd199d97276581494316ab4ddf29117b0c6e,CmRRAAAA3mN9ARoUaYIw2jZQ5PgZYY_PFfJbngUKSOxdY-SqL4VoObGvvg6Ft1abvMwRV-Ji2ch-pjNdGwPhE6dmFnyEJ9qU-11iQUNFOGDFVGgQ6E33Fcqt69oPJi0K_Tv7kNO-EhAYEiD1WQ6QynPFt-pDqfIwGhTxFm03acnA3nLGebXJYSZhbhC2aQ,93048,2.4575767,48.8784111,
ChIJX-5DVcoS5kcR56kjMUFkBeo,"35 Rue de Normandie, 93100 Montreuil, France",Lempaszek Marcin,+33 1 58 66 08 86,https://maps.google.com/?cid=16862994610918762983,"c(""car_repair"", ""point_of_interest"", ""establishment"")",car_repair,,0,,,0,réparation de voiture,582983b9b23432d23084f3125b234486f2b7606a,CmRSAAAAzPqukpnZPeyoOtyjid9UrEh3DKhHPyoKbNBAocW8GB7GluADVgGA5eg7czz7czmbPXAa5H4C_0vHAM6x4456Q7hvkYqzpe1xV9dSDLo5zBbWWuqiiTps3tZNazd2MPfVEhDk7d4b-oMygtzIl2F3MuMgGhQRv3CNWuN9dO_rmVMAayX9bNf4Cw,93048,2.4616046,48.8765878,
ChIJX-9RvFlt5kcRKc-aojMdMc8,"49 Rue de Stalingrad, 93100 Montreuil, France",Coffret à bijoux,+33 6 61 84 99 00,https://maps.google.com/?cid=14929746347318497065,"c(""jewelry_store"", ""store"", ""point_of_interest"", ""establishment"")",jewelry_store,,0,,,0,magasin de bijoux,872951f821fc12ae3247a26f1233c134644d3507,CmRSAAAAyo6wnTnBaMPT9zvmVWizjndrIALCpsN4Rs2IZC-00F1WCGKv8OQ6dOQKuzXISm2Z8vypz6ZP6tivQyNO2leTU_qPf9FO6kLzZ-8b4eytfaZeLMArFDTzeLVo2uZhdhK3EhBSluNN5lKuDmxh6VOns-NwGhQD0TQ4BfmtcnItFEUh8AeSIjE2UQ,93048,2.4438722,48.8579916,
ChIJX-9RvFlt5kcRoWa41BiEQPs,"43 Rue de Stalingrad, 93100 Montreuil, France",L'Insomniaque Editeur,+33 1 48 59 65 42,https://maps.google.com/?cid=18104615744212330145,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,5fb08836465f97d50cd803d0c286b39b79530166,CmRSAAAAE0qSd_9_1TEvNxFzJnK7Z0X7qCfv-J-eHpA9VAW8BDEhps66O6Aq4QcY7w5946Bsypr7nQIkMcrd-eyrMWqFac2maNgJzJw20zgTWLZg14bhN8BMUWyE2cbkAyy8RcYsEhB12lrWPJvvxq8fAOF3Yv6dGhRBRvZJwV8OIdRUie3PPqQ_PnKk0w,93048,2.444202,48.858117,
